dataset_id,split,replicate,complexity_condition,mapping_seed,mapping_slot,template_tier,template_original_candidate_index,template_foreground_mean,matched_pair_id,synthetic_truth_candidate_index,synthetic_truth_candidate_id,synthetic_truth_lipid_name
CAL_R1_BASE76,CAL,R1,BASE76,5401,63,BASE,321,0.0027067653831285873,128,241,PEO-H__0156,PE O-18:1_22:1
CAL_R1_BASE76,CAL,R1,BASE76,5401,64,BASE,323,0.0021282280458019428,125,342,PG-H__0502,PG 17:0_17:0
CAL_R1_BASE76,CAL,R1,BASE76,5401,65,BASE,329,0.004877012592005975,25,110,PS-H__0132,PS 18:1_18:2
CAL_R1_BASE76,CAL,R1,BASE76,5401,66,BASE,338,0.0025246432852639067,65,339,PG-H__0483,PG 17:1_20:2
CAL_R1_BASE76,CAL,R1,BASE76,5401,67,BASE,339,0.001027884660910343,14,98,PS-H__0083,PS 18:0_16:1
CAL_R1_BASE76,CAL,R1,BASE76,5401,68,BASE,349,0.005480474190915677,15,84,PS-H__0042,PS 14:0_22:0
CAL_R1_BASE76,CAL,R1,BASE76,5401,69,BASE,355,0.013064874170262345,132,171,PE-H__0201,PE 20:0_20:4
CAL_R1_BASE76,CAL,R1,BASE76,5401,70,BASE,375,0.0014836530613080638,104,203,PE-H__0488,PE 17:1_22:1
CAL_R1_BASE76,CAL,R1,BASE76,5401,71,BASE,378,0.0010918874494828912,107,175,PE-H__0220,PE 20:1_20:4
CAL_R1_BASE76,CAL,R1,BASE76,5401,72,BASE,381,0.0029140906919341543,115,36,PA-H__0198,PA 20:0_20:1
CAL_R1_BASE76,CAL,R1,BASE76,5401,73,BASE,382,0.04736858283734614,72,37,PA-H__0199,PA 20:0_20:2
CAL_R1_BASE76,CAL,R1,BASE76,5401,74,BASE,385,0.0010720296356095517,41,166,PE-H__0178,PE 20:1_18:3
CAL_R1_BASE76,CAL,R1,BASE76,5401,75,BASE,389,0.0010813103441311062,57,164,PE-H__0168,PE 18:2_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,0,BASE,47,0.0012204861544833515,142,330,PG-H__0461,PG 17:0_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,1,BASE,84,0.004943039691070102,32,101,PS-H__0088,PS 16:1_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,2,BASE,85,0.007469897935364135,162,242,PEO-H__0157,PE O-18:1_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,3,BASE,86,0.0035910531830547748,91,263,PEO-H__0216,PE O-18:3_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,4,BASE,90,0.018849844165172713,174,297,PG-H__0072,PG 18:1_18:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,5,BASE,94,0.003465598543634408,183,177,PE-H__0236,PE 20:2_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,6,BASE,101,0.003767493836187643,42,93,PS-H__0063,PS 16:0_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,7,BASE,106,0.07104063590718107,8,221,PEO-H__0107,PE O-16:1_24:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,8,BASE,107,0.004019268843843552,108,282,PG-H__0054,PG 18:2_18:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,9,BASE,109,0.07337007264323502,11,97,PS-H__0067,PS 16:0_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,10,BASE,119,0.02052518620541731,97,280,PG-H__0052,PG 16:0_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,11,BASE,121,0.056662870395508505,82,316,PG-H__0097,PG 18:2_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,12,BASE,133,0.002910685452931968,148,204,PE-H__0490,PE 17:1_22:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,13,BASE,136,0.10008111490599345,160,284,PG-H__0057,PG 16:0_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,14,BASE,137,0.0011026387225491967,60,74,PA-H__0279,PA 20:4_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,15,BASE,139,0.0224243672740242,38,124,PE-H__0081,PE 16:0_24:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,16,BASE,141,0.2430186358557401,140,285,PG-H__0058,PG 16:1_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,17,BASE,143,0.004431943002525114,80,155,PE-H__0158,PE 18:2_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,18,BASE,145,0.003302428208099872,31,71,PA-H__0276,PA 22:3_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,19,BASE,146,0.02906358388086082,135,293,PG-H__0068,PG 14:0_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,20,BASE,152,0.042849456658358986,152,57,PA-H__0228,PA 20:1_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,21,BASE,154,0.001110697252484861,21,389,PC+Cl__0658,PC 17:0_17:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,22,BASE,164,0.00235098424323507,52,197,PE-H__0471,PE 17:0_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,23,BASE,166,0.0022194340215394427,48,235,PEO-H__0133,PE O-18:0_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,24,BASE,171,0.014489468912776554,84,75,PA-H__0289,PA 22:1_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,25,BASE,175,0.02055197359367885,1,375,PC+Cl__0219,PC 14:1_17:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,26,BASE,179,0.0030435813548569195,180,148,PE-H__0142,PE 18:1_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,27,BASE,182,0.012733364138250759,67,35,PA-H__0197,PA 20:0_20:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,28,BASE,197,0.0011542058237190786,167,287,PG-H__0060,PG 18:2_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,29,BASE,211,0.0017796236226615485,18,387,PC+Cl__0444,PC 16:1_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,30,BASE,212,0.004328126221311399,114,313,PG-H__0094,PG 16:1_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,31,BASE,215,0.0015122085889088548,35,383,PC+Cl__0392,PC 16:0_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,32,BASE,216,0.0011527609331009674,55,55,PA-H__0226,PA 20:1_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,33,BASE,218,0.006355509415755673,77,95,PS-H__0065,PS 16:0_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,34,BASE,220,0.0011994730470494266,150,200,PE-H__0483,PE 17:1_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,35,BASE,224,0.0012682269332131278,98,49,PA-H__0219,PA 20:1_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,36,BASE,227,0.0030493404632940427,94,19,PA-H__0143,PA 18:1_22:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,37,BASE,228,0.008688431049173717,90,281,PG-H__0053,PG 16:1_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,38,BASE,229,0.0030317644321426504,121,23,PA-H__0151,PA 18:1_24:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,39,BASE,235,0.0016766063349577076,155,3,PA-H__0080,PA 16:0_24:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,40,BASE,236,0.01143571348543155,50,5,PA-H__0117,PA 18:0_22:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,41,BASE,237,0.0036867645692421785,138,44,PA-H__0207,PA 20:0_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,42,BASE,239,0.0616082453322032,87,212,PEO-H__0076,PE O-16:0_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,43,BASE,244,0.014933578264642325,131,198,PE-H__0481,PE 20:0_17:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,44,BASE,246,0.08362738739149775,177,294,PG-H__0069,PG 16:0_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,45,BASE,248,0.0020214254411057542,157,121,PE-H__0074,PE 16:0_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,46,BASE,256,0.004230347797652717,145,318,PG-H__0099,PG 14:0_24:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,47,BASE,258,0.03957136601458654,172,202,PE-H__0485,PE 17:1_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,48,BASE,266,0.001070504924346424,101,194,PE-H__0468,PE 17:0_22:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,49,BASE,267,0.004121898148795869,4,336,PG-H__0479,PG 17:1_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,50,BASE,271,0.03507887626589133,28,384,PC+Cl__0435,PC 16:1_16:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,51,BASE,277,0.0029034017160741643,62,109,PS-H__0131,PS 18:1_18:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,52,BASE,283,0.0015217893129586188,74,252,PEO-H__0183,PE O-18:2_22:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,53,BASE,284,0.006965233251819613,24,92,PS-H__0062,PS 16:0_20:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,54,BASE,285,0.0024990073350468845,45,333,PG-H__0464,PG 17:0_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,55,BASE,293,0.0013766143633431771,118,301,PG-H__0077,PG 18:0_18:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,56,BASE,295,0.01088759997649656,111,151,PE-H__0145,PE 18:1_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,57,BASE,298,0.027349346025652994,170,231,PEO-H__0129,PE O-18:0_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,58,BASE,299,0.002688533754090185,70,208,PEO-H__0072,PE O-16:0_22:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,59,BASE,302,0.0077394994338569065,165,160,PE-H__0164,PE 18:2_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,60,BASE,308,0.004921008444491788,0,351,PCO+HCOO__0084,PC O-16:1_18:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,61,BASE,313,0.004930928360130924,124,244,PEO-H__0159,PE O-18:1_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,62,BASE,319,0.01505433904952393,7,374,PC+Cl__0180,PC 14:0_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,63,BASE,321,0.0027067653831285873,128,241,PEO-H__0156,PE O-18:1_22:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,64,BASE,323,0.0021282280458019428,125,342,PG-H__0502,PG 17:0_17:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,65,BASE,329,0.004877012592005975,25,110,PS-H__0132,PS 18:1_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,66,BASE,338,0.0025246432852639067,65,339,PG-H__0483,PG 17:1_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,67,BASE,339,0.001027884660910343,14,98,PS-H__0083,PS 18:0_16:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,68,BASE,349,0.005480474190915677,15,84,PS-H__0042,PS 14:0_22:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,69,BASE,355,0.013064874170262345,132,171,PE-H__0201,PE 20:0_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,70,BASE,375,0.0014836530613080638,104,203,PE-H__0488,PE 17:1_22:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,71,BASE,378,0.0010918874494828912,107,175,PE-H__0220,PE 20:1_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,72,BASE,381,0.0029140906919341543,115,36,PA-H__0198,PA 20:0_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,73,BASE,382,0.04736858283734614,72,37,PA-H__0199,PA 20:0_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,74,BASE,385,0.0010720296356095517,41,166,PE-H__0178,PE 20:1_18:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,75,BASE,389,0.0010813103441311062,57,164,PE-H__0168,PE 18:2_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,76,WEAK_EXTRA,28,0.00019298471843409116,5,81,PA-H__0371,PA 22:6_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,77,WEAK_EXTRA,70,0.0002766531480450124,134,262,PEO-H__0215,PE O-18:3_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,78,WEAK_EXTRA,81,0.0005828910463076359,17,89,PS-H__0058,PS 16:0_18:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,79,WEAK_EXTRA,83,0.00012466062742097448,144,232,PEO-H__0130,PE O-18:0_22:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,80,WEAK_EXTRA,93,0.0009133262048150343,81,153,PE-H__0156,PE 20:0_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,81,WEAK_EXTRA,95,0.00020441490999468156,27,350,PCO+HCOO__0083,PC O-16:1_18:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,82,WEAK_EXTRA,100,0.00034560978002170936,171,272,PEO-H__0291,PE O-20:2_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,83,WEAK_EXTRA,102,0.00010446412278531561,141,127,PE-H__0095,PE 16:1_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,84,WEAK_EXTRA,112,0.00020891635591381217,130,191,PE-H__0464,PE 17:0_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,85,WEAK_EXTRA,144,0.00011461121928420428,168,261,PEO-H__0214,PE O-18:3_22:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,86,WEAK_EXTRA,155,0.000336562545089106,51,373,PC+Cl__0179,PC 14:0_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,87,WEAK_EXTRA,159,0.00014888336600465032,75,306,PG-H__0084,PG 18:2_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,88,WEAK_EXTRA,163,0.00016782430882945716,71,172,PE-H__0202,PE 20:0_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,89,WEAK_EXTRA,180,0.00024682903434567247,58,63,PA-H__0257,PA 22:0_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,90,WEAK_EXTRA,181,0.00011653856938781842,122,169,PE-H__0188,PE 18:3_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,91,WEAK_EXTRA,184,0.00047126244045106415,151,39,PA-H__0201,PA 20:0_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,92,WEAK_EXTRA,195,0.00010166563682168735,85,42,PA-H__0205,PA 20:0_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,93,WEAK_EXTRA,210,0.0003860047944341988,112,268,PEO-H__0262,PE O-20:1_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,94,WEAK_EXTRA,213,0.0009474994093928155,34,66,PA-H__0261,PA 20:3_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,95,WEAK_EXTRA,217,0.0001948762153901351,127,312,PG-H__0093,PG 16:0_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,96,WEAK_EXTRA,219,0.00014748128807229237,100,147,PE-H__0139,PE 18:1_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,97,WEAK_EXTRA,221,0.0008107108044965733,64,26,PA-H__0162,PA 22:0_18:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,98,WEAK_EXTRA,222,0.0008874047156349323,44,186,PE-H__0459,PE 17:0_20:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,99,WEAK_EXTRA,223,0.0006133827737390984,164,188,PE-H__0461,PE 17:0_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,100,WEAK_EXTRA,234,0.000861131244722505,117,34,PA-H__0175,PA 18:2_24:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,101,WEAK_EXTRA,245,0.00021440577341842103,105,226,PEO-H__0123,PE O-18:0_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,102,WEAK_EXTRA,247,0.0003120585453104667,68,73,PA-H__0278,PA 20:4_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,103,WEAK_EXTRA,253,0.0002011803328361874,154,239,PEO-H__0153,PE O-18:1_20:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,104,WEAK_EXTRA,255,0.0002266024120461379,54,308,PG-H__0087,PG 16:0_22:6
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,105,WEAK_EXTRA,257,0.00014340052878777712,22,371,PC+Cl__0177,PC 14:0_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,106,WEAK_EXTRA,260,0.0009546409426094432,20,329,PG-H__0460,PG 17:0_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,107,WEAK_EXTRA,274,0.00041928088512172365,181,178,PE-H__0237,PE 20:2_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,108,WEAK_EXTRA,276,0.00014535654204186118,92,196,PE-H__0470,PE 17:0_22:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,109,WEAK_EXTRA,281,0.00022038298644851324,47,180,PE-H__0239,PE 20:2_20:5
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,110,WEAK_EXTRA,287,0.00015116586893526305,147,187,PE-H__0460,PE 17:0_20:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,111,WEAK_EXTRA,290,0.0005585769624929957,12,381,PC+Cl__0390,PC 16:0_18:0
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,112,WEAK_EXTRA,294,0.00015521378133051393,137,150,PE-H__0144,PE 18:1_22:4
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,113,WEAK_EXTRA,316,0.0008898126469400928,30,90,PS-H__0059,PS 16:0_18:1
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,114,WEAK_EXTRA,318,0.00011464203031913555,120,265,PEO-H__0235,PE O-20:0_20:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,115,WEAK_EXTRA,320,0.00031960020182543724,61,28,PA-H__0164,PA 18:2_22:2
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,116,WEAK_EXTRA,327,0.000246995145258423,178,250,PEO-H__0180,PE O-18:2_20:3
CAL_R1_HIGH129,CAL,R1,HIGH129,5401,117,WEAK_EXTRA,330,0.0008545740559731959,37,48,PA-H__0218,PA 20:1_20:2
