identity_id,lipid_name,nearest_neighbor_identity,nearest_neighbor_cosine_full,nearest_neighbor_cosine_reduced,nearest_neighbor_identity_reduced,full_neighbor_matched_cosine_reduced,nearest_full_tie,nearest_reduced_tie,top5_neighbor_identities,top5_cosines_full,top5_cosines_reduced,top5_neighbor_identities_reduced,same_class_nearest_cosine,cross_class_nearest_cosine,shared_fragment_count,shared_fragment_fraction,sharing_unit,reduced_definition,verified_fragment_labels
12,PA 18:0_24:1,PA 18:0_22:5,0.830530450992341,0.8275204663016247,PA 18:1_24:1,0.3591385093159691,False,False,"[""PA 18:0_22:5"", ""PA 18:0_24:6"", ""PA 18:0_24:5"", ""PA 18:0_22:4"", ""PA 18:0_24:4""]","[0.830530450992341, 0.825931071424344, 0.8082554983586766, 0.7525372490898067, 0.7291716935503106]","[0.8275204663016247, 0.823717300887611, 0.7538193961600199, 0.44489448499772133, 0.3591385093159691]","[""PA 18:1_24:1"", ""PE O-16:1_24:1"", ""PA 24:1_18:2"", ""PA 16:0_24:1"", ""PA 18:0_22:5""]",0.830530450992341,0.7055826050061806,43,0.4387755102040816,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
13,PA 18:0_24:4,PA 18:0_22:5,0.8327498556645309,0.8008324403310937,PE O-16:1_24:4,0.5236312667022998,False,False,"[""PA 18:0_22:5"", ""PA 18:0_24:6"", ""PA 18:0_24:5"", ""PA 18:0_22:4"", ""PA 18:0_24:1""]","[0.8327498556645309, 0.8294608271948193, 0.8257069453103308, 0.7795499350363475, 0.7291716935503106]","[0.8008324403310937, 0.7826264269875041, 0.7804704047563166, 0.7019061368676954, 0.5339314643380783]","[""PE O-16:1_24:4"", ""PE 16:0_24:4"", ""PA 18:1_24:4"", ""PA 18:2_24:4"", ""PG 14:0_24:4""]",0.8327498556645309,0.7028096684704445,43,0.36752136752136755,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
14,PA 18:0_24:5,PA 18:0_22:5,0.9196802827803352,0.702433915086238,PE O-16:1_24:5,0.6444405787590706,False,False,"[""PA 18:0_22:5"", ""PA 18:0_24:6"", ""PA 18:0_22:4"", ""PA 18:0_24:4"", ""PA 18:0_24:1""]","[0.9196802827803352, 0.9184168531237457, 0.8494703959720835, 0.8257069453103308, 0.8082554983586766]","[0.702433915086238, 0.6963587533573599, 0.6444405787590706, 0.6342187025906564, 0.592128184286062]","[""PE O-16:1_24:5"", ""PE 16:0_24:5"", ""PA 18:0_22:5"", ""PA 18:1_24:5"", ""PA 18:0_22:4""]",0.9196802827803352,0.7686302333277303,43,0.38738738738738737,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
15,PA 18:0_24:6,PA 18:0_22:5,0.9345818688979602,0.7713333198171579,PE O-16:1_24:6,0.5735651469689927,False,False,"[""PA 18:0_22:5"", ""PA 18:0_24:5"", ""PA 18:0_22:4"", ""PA 18:0_24:4"", ""PA 18:0_24:1""]","[0.9345818688979602, 0.9184168531237457, 0.8588434578716734, 0.8294608271948193, 0.825931071424344]","[0.7713333198171579, 0.770300572657277, 0.6142744435242151, 0.5919805260881827, 0.5735651469689927]","[""PE O-16:1_24:6"", ""PE 16:0_24:6"", ""PA 18:1_24:6"", ""PA 18:2_24:6"", ""PA 18:0_22:5""]",0.9345818688979602,0.774921378009876,43,0.3805309734513274,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
16,PA 22:0_18:1,PA 22:0_18:2,0.6113032139331702,0.6085671863407939,PA 22:0_18:2,0.6085671863407939,False,False,"[""PA 22:0_18:2"", ""PA 22:0_20:4"", ""PE O-16:1_22:0"", ""PA 18:1_24:6"", ""PA 18:0_22:0""]","[0.6113032139331702, 0.5895324563771646, 0.5843322680545396, 0.5517451896660348, 0.5386261372096554]","[0.6085671863407939, 0.608321300719853, 0.5787082104051089, 0.5357942913319077, 0.5046480029435141]","[""PA 22:0_18:2"", ""PA 22:0_20:4"", ""PE O-16:1_22:0"", ""PA 18:0_22:0"", ""PA 22:0_20:3""]",0.6113032139331702,0.5843322680545396,62,0.7380952380952381,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
17,PA 18:1_22:1,PA 20:1_20:1,0.6587714299907945,0.8162413662462789,PA 20:1_20:1,0.8162413662462789,False,False,"[""PA 20:1_20:1"", ""PE O-18:1_22:1"", ""PE O-18:0_22:1"", ""PE O-16:0_22:1"", ""PE 17:0_22:1""]","[0.6587714299907945, 0.5178012701218678, 0.5111034145777565, 0.5029600615775199, 0.4888253239495194]","[0.8162413662462789, 0.6577659197022018, 0.5397062405212998, 0.48990707420278157, 0.41109692087491273]","[""PA 20:1_20:1"", ""PA 20:0_20:2"", ""PA 18:0_22:2"", ""PA 22:0_18:2"", ""PE O-18:1_22:1""]",0.6587714299907945,0.5178012701218678,8,0.07272727272727272,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
18,PA 18:1_22:2,PE 18:1_22:2,0.7196223801768366,0.6482811401349536,PA 20:1_20:2,0.6182432782725408,False,False,"[""PE 18:1_22:2"", ""PE O-18:2_22:2"", ""PE O-18:1_22:2"", ""PE O-16:1_22:2"", ""PE O-18:0_22:2""]","[0.7196223801768366, 0.6749148200436884, 0.6721289247982414, 0.6642882717174237, 0.6604087062732555]","[0.6482811401349536, 0.6182432782725408, 0.590556496712974, 0.5876122440109776, 0.5768620889590544]","[""PA 20:1_20:2"", ""PE 18:1_22:2"", ""PE O-18:2_22:2"", ""PE O-18:1_22:2"", ""PE O-16:1_22:2""]",0.6001260937809794,0.7196223801768366,21,0.17355371900826447,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
19,PA 18:1_22:3,PE 18:1_22:3,0.8037028143969922,0.7251268798007706,PE 18:1_22:3,0.7251268798007706,False,False,"[""PE 18:1_22:3"", ""PA 22:3_22:6"", ""PE O-18:2_22:3"", ""PE O-18:3_22:3"", ""PE O-18:1_22:3""]","[0.8037028143969922, 0.7396753042104869, 0.7255503676509398, 0.7250401426898512, 0.7233081340437885]","[0.7251268798007706, 0.6682203621383033, 0.6666507934307239, 0.6652224662616361, 0.6626764975057706]","[""PE 18:1_22:3"", ""PE O-18:2_22:3"", ""PE O-18:3_22:3"", ""PE O-18:1_22:3"", ""PE O-16:1_22:3""]",0.7396753042104869,0.8037028143969922,21,0.1693548387096774,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
20,PA 18:1_22:4,PA 18:1_24:6,0.7251473062553249,0.6740286594005193,PE 18:1_22:4,0.4654599202433997,False,False,"[""PA 18:1_24:6"", ""PE 18:1_22:4"", ""PA 18:1_24:5"", ""PA 22:4_22:6"", ""PE O-16:1_22:4""]","[0.7251473062553249, 0.7027128243968539, 0.6620828354714996, 0.6358065855410081, 0.5970810331826304]","[0.6740286594005193, 0.5941409860134365, 0.5925848266322459, 0.5924437559479521, 0.5896993869202674]","[""PE 18:1_22:4"", ""PE O-16:1_22:4"", ""PE O-18:3_22:4"", ""PE O-18:2_22:4"", ""PE O-18:1_22:4""]",0.7251473062553249,0.7027128243968539,42,0.3442622950819672,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
21,PA 24:0_18:1,PA 18:1_24:6,0.6602623564184668,0.7673821950484719,PE O-16:1_24:0,0.23422211132915474,False,False,"[""PA 18:1_24:6"", ""PE 20:0_18:1"", ""PA 18:1_24:5"", ""PA 18:1_22:4"", ""PG 18:1_18:1""]","[0.6602623564184668, 0.6011049482576631, 0.5749174179872488, 0.5069782988448371, 0.5030740567162952]","[0.7673821950484719, 0.7673379922692053, 0.7308766936991694, 0.6825413045733351, 0.38079966129846055]","[""PE O-16:1_24:0"", ""PA 24:0_16:1"", ""PA 24:0_18:2"", ""PA 18:0_24:0"", ""PA 16:0_24:0""]",0.6602623564184668,0.6011049482576631,42,0.3925233644859813,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
22,PA 18:1_24:1,PE O-16:1_24:1,0.6708976517475231,0.9368513594190271,PE O-16:1_24:1,0.9368513594190271,False,False,"[""PE O-16:1_24:1"", ""PA 24:1_18:2"", ""PA 18:1_24:6"", ""PA 18:1_24:5"", ""PA 18:0_24:1""]","[0.6708976517475231, 0.4610817986941103, 0.423948994797097, 0.4025739545605166, 0.36688105487318723]","[0.9368513594190271, 0.8275204663016247, 0.8239691455184818, 0.47062680026244996, 0.2088679459369037]","[""PE O-16:1_24:1"", ""PA 18:0_24:1"", ""PA 24:1_18:2"", ""PA 16:0_24:1"", ""PA 20:1_22:1""]",0.4610817986941103,0.6708976517475231,18,0.24,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
23,PA 18:1_24:4,PE O-16:1_24:4,0.7660750464750594,0.9219787591660465,PE O-16:1_24:4,0.9219787591660465,False,False,"[""PE O-16:1_24:4"", ""PE 16:0_24:4"", ""PA 18:2_24:4"", ""PA 18:1_24:6"", ""PA 18:1_24:5""]","[0.7660750464750594, 0.7117449998035816, 0.6430180829137221, 0.543784897793974, 0.52443793026113]","[0.9219787591660465, 0.9010829822821258, 0.7979265571499347, 0.7804704047563166, 0.6145580335011978]","[""PE O-16:1_24:4"", ""PE 16:0_24:4"", ""PA 18:2_24:4"", ""PA 18:0_24:4"", ""PG 14:0_24:4""]",0.6430180829137221,0.7660750464750594,26,0.2765957446808511,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
24,PA 18:1_24:5,PA 18:1_24:6,0.8214327677645353,0.8278212415806385,PE O-16:1_24:5,0.3721503003443882,False,False,"[""PA 18:1_24:6"", ""PS 18:1_18:1"", ""PA 18:1_22:4"", ""PS 16:1_18:1"", ""PE 20:0_18:1""]","[0.8214327677645353, 0.6749117132209896, 0.6620828354714996, 0.6270295640864861, 0.6048621129233998]","[0.8278212415806385, 0.8207118117410763, 0.6574070095106426, 0.6342187025906564, 0.48647437776998825]","[""PE O-16:1_24:5"", ""PE 16:0_24:5"", ""PA 18:2_24:5"", ""PA 18:0_24:5"", ""PA 16:0_24:5""]",0.8214327677645353,0.6749117132209896,65,0.6842105263157895,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
25,PA 18:1_24:6,PA 18:1_24:5,0.8214327677645353,0.7360380396741001,PE O-16:1_24:6,0.3721503003443882,False,False,"[""PA 18:1_24:5"", ""PS 18:1_18:1"", ""PE 20:0_18:1"", ""PA 18:1_22:4"", ""PS 16:1_18:1""]","[0.8214327677645353, 0.7530106990367773, 0.7397008730161405, 0.7251473062553249, 0.7013033019364242]","[0.7360380396741001, 0.7351082238582823, 0.6142744435242151, 0.5715046827666023, 0.4654599202433997]","[""PE O-16:1_24:6"", ""PE 16:0_24:6"", ""PA 18:0_24:6"", ""PA 18:2_24:6"", ""PA 18:1_22:4""]",0.8214327677645353,0.7530106990367773,65,0.6842105263157895,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_fragment_co2"", ""sn2_ketene_loss"", ""sn2_loss""]"
26,PA 22:0_18:2,PE O-16:1_22:0,0.6134161610372761,0.6085671863407939,PA 22:0_18:1,0.5645781227158845,False,False,"[""PE O-16:1_22:0"", ""PA 22:0_18:1"", ""PA 22:0_20:4"", ""PA 18:0_22:0"", ""PE O-18:2_22:0""]","[0.6134161610372761, 0.6113032139331702, 0.6086104746300954, 0.5415994986008866, 0.5152343366692197]","[0.6085671863407939, 0.5824136097006838, 0.5645781227158845, 0.49045469588764357, 0.48990707420278157]","[""PA 22:0_18:1"", ""PA 22:0_20:4"", ""PE O-16:1_22:0"", ""PA 20:1_20:1"", ""PA 18:1_22:1""]",0.6113032139331702,0.6134161610372761,14,0.16091954022988506,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
27,PA 22:1_18:2,PA 18:2_24:6,0.6072322189942244,0.6000176837844275,PA 20:1_20:2,0.39563969787541814,False,False,"[""PA 18:2_24:6"", ""PE 22:1_18:2"", ""PA 18:2_24:5"", ""PE O-20:1_18:2"", ""PE 20:0_18:2""]","[0.6072322189942244, 0.6042669161468462, 0.545414884456232, 0.5320075812299182, 0.5232911370371731]","[0.6000176837844275, 0.5198172174635229, 0.5025714906326626, 0.4753447103007615, 0.46153511703123434]","[""PA 20:1_20:2"", ""PA 18:1_22:2"", ""PE 22:1_18:2"", ""PE O-20:1_18:2"", ""PE 20:0_18:2""]",0.6072322189942244,0.6042669161468462,45,0.4090909090909091,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
28,PA 18:2_22:2,PA 20:2_20:2,0.7219248651972726,0.8527237893796353,PA 20:2_20:2,0.8527237893796353,False,False,"[""PA 20:2_20:2"", ""PA 20:1_20:3"", ""PE 18:2_22:2"", ""PE O-18:2_22:2"", ""PE O-18:1_22:2""]","[0.7219248651972726, 0.5384241893505832, 0.428492958097467, 0.42597183430236285, 0.42421351921920636]","[0.8527237893796353, 0.720760690959702, 0.4934646830505091, 0.38488892775409933, 0.31229878215079937]","[""PA 20:2_20:2"", ""PA 20:1_20:3"", ""PA 18:1_22:3"", ""PA 20:0_20:4"", ""PE 18:2_22:2""]",0.7219248651972726,0.428492958097467,8,0.07339449541284404,"observed channels, physical fragment envelopes only",full library molecular channel occupancy inverse square-root weight,"[""p_glycerol"", ""sn1_fragment"", ""sn1_ketene_loss"", ""sn1_loss"", ""sn2_fragment"", ""sn2_ketene_loss"", ""sn2_loss""]"
