severity,dataset_id,lipid_name,K,replicate,state,X_hat,rho_zero,cone_isolation,max_fragment_cosine,collective_gain,abundance_multiplier,full_spectral_change,fragment_spectral_change,achieved_dropout_rate
MILD,MILD__HOLD_R1_K050,PE O-18:3_20:3,50,R1,filter_loss,0.030621026114922255,1.4117820655129937e-05,0.14272429629361114,0.9852235586914223,0.03704042840064109,2.0,0.0009088682263856951,0.0009038504168767947,0.0
MILD,MILD__HOLD_R1_K050,PE O-18:3_22:5,50,R1,retained_true,0.03646048120826178,7.859639487783059e-05,0.24245622912169137,0.9538166594574129,0.08542067730299038,2.0,0.000300097893669804,0.0002976237770843104,0.0
MILD,MILD__HOLD_R1_K050,PE O-20:1_18:2,50,R1,retained_true,0.05191896495752613,0.00013760418456054886,0.4351737905876049,0.9895861653945057,0.1319467591106363,2.0,0.00023551375914476758,0.0002665464533165851,0.030303030303030304
MILD,MILD__HOLD_R1_K050,PE O-20:3_20:4,50,R1,filter_loss,0.020120365498315532,5.905080864163404e-06,0.2145730867610224,0.9824124426110163,0.03143893515640733,1.4538436095675817,0.0030017567410796087,0.002117635277798957,0.021739130434782608
MILD,MILD__HOLD_R1_K050,PE O-22:1_18:2,50,R1,retained_true,0.052010265880355816,0.000392270378236905,0.3303710154344505,0.9888056550432852,0.337294176164278,2.0,0.001060120048168356,0.0004618266693974249,0.0
MILD,MILD__HOLD_R1_K050,PG 14:0_20:0,50,R1,filter_loss,0.013629911868673811,1.4505761486835506e-05,0.7233219574944608,0.7740328453451822,0.0781368584247818,0.5,6.341122825315182e-05,0.0008465325861760631,0.05
MILD,MILD__HOLD_R1_K050,PG 14:0_22:0,50,R1,filter_loss,0.008986777950593347,4.950959161457965e-18,0.39347230654553556,0.7936099239641267,0.021497958044986498,0.5,6.010538475131888e-05,0.004721999882481787,0.0125
MILD,MILD__HOLD_R1_K050,PG 16:0_22:4,50,R1,filter_loss,0.050261859268541265,2.819134693899532e-06,0.20371874124768685,0.9923755383909935,0.44339453837236364,1.0760213163243861,0.006204517917372199,0.004482035888584646,0.034482758620689655
MILD,MILD__HOLD_R1_K050,PG 16:1_22:3,50,R1,filter_loss,0.03884035815824931,1.1232774179148103e-05,0.23838939494724698,0.9816952449555878,0.29010776373355207,1.8682084992203376,0.0029689467587183938,0.011172064022184958,0.046511627906976744
MILD,MILD__HOLD_R1_K050,PG 17:0_18:2,50,R1,retained_true,0.056952695042252734,0.00026338503531363183,0.3764851143957298,0.9263229165510191,0.3987025973319038,1.8682084992203376,0.008230647100060384,0.016439132142790913,0.021505376344086023
MILD,MILD__HOLD_R1_K050,PG 18:0_18:1,50,R1,filter_loss,0.018786264298283863,5.672340044144014e-07,0.22385302590484416,0.857321011866293,0.5499702514118422,1.2101381550740857,0.009484848876495366,0.014209638457357121,0.06329113924050633
MILD,MILD__HOLD_R1_K050,PG 18:2_20:2,50,R1,filter_loss,0.05070034521289651,1.3393340800456635e-05,0.26810270421335247,0.9325718345250835,0.2603944544674466,2.0,7.151403581784344e-05,0.0005881280192069349,0.0898876404494382
MILD,MILD__HOLD_R1_K050,PG 20:1_18:3,50,R1,retained_true,0.02145330974965125,3.386828921790578e-05,0.23811465068961957,0.9659907277452849,0.39065317821122125,1.0760213163243861,0.003301798627939889,0.0014211657860777605,0.013333333333333334
MILD,MILD__HOLD_R1_K050,PS 16:0_20:3,50,R1,filter_loss,0.009972800815231405,1.4154987995689464e-05,0.31718607034211305,0.6379581944357362,0.2271159539431486,0.5,0.024743180600422243,0.0532754581349153,0.02631578947368421
MILD,MILD__HOLD_R1_K050,PS 16:1_20:4,50,R1,retained_true,0.06276526641092971,0.004864130800649316,0.6316414058973379,0.55604981646135,0.12364708441998395,2.0,0.0006250680690788046,0.0006367104023839998,0.05128205128205128
MILD,MILD__HOLD_R1_K050,PS 17:0_18:1,50,R1,retained_true,0.017424041175738366,0.00022391119205628822,0.6537549379034493,0.5358578664393875,0.1898482402281083,0.5,0.00248721638376892,0.002491653810229977,0.0410958904109589
MILD,MILD__HOLD_R1_K050,PS 18:0_18:3,50,R1,retained_true,0.060673468525043274,0.0031465559837107297,0.5738266720137706,0.6379581944357362,0.264601068755451,2.0,0.001516310654012143,0.0014631946069058044,0.06666666666666667
MILD,MILD__HOLD_R1_K050,PS 18:1_18:3,50,R1,retained_true,0.015401470654925083,0.00018483331490411182,0.6381277857367744,0.5253007492314473,0.23640738012806917,0.5340342571614348,0.002803569105580772,0.0028337271763367866,0.046875
MILD,MILD__HOLD_R1_K125,PA 16:0_24:1,125,R1,filter_loss,0.01990630780599843,1.7005824329549804e-05,0.5504804076642431,0.883487638633687,0.19595790828137805,2.0,0.0018129815710938857,0.0005478222759552898,0.017857142857142856
MILD,MILD__HOLD_R1_K125,PA 18:0_22:0,125,R1,filter_loss,0.018675325376573813,2.172685042113538e-07,0.3381799302246325,0.7789494468002593,0.44534403487199864,1.4538436095675817,0.0011921075225009847,0.0013569185606716605,0.05405405405405406
MILD,MILD__HOLD_R1_K125,PA 18:0_22:2,125,R1,filter_loss,0.0028324232696271194,0.0,0.27393752390511106,0.8394493239810369,0.36260158405766385,0.6170676298438253,0.0031467721020281836,0.001963496628401451,0.05333333333333334
MILD,MILD__HOLD_R1_K125,PA 18:0_22:4,125,R1,filter_loss,0.010112276600849464,7.541255914068034e-08,0.18925162859522815,0.8691673191165914,0.31323723028330897,0.5,0.0052424423533639075,0.005220284092495531,0.04878048780487805
MILD,MILD__HOLD_R1_K125,PA 18:0_24:1,125,R1,filter_loss,0.01269780837362195,0.0,0.3334734584306543,0.8793255202210899,0.22349976674487387,0.689110922829001,0.0006864036053716438,0.000725562654723011,0.05970149253731343
MILD,MILD__HOLD_R1_K125,PA 18:0_24:5,125,R1,filter_loss,0.002280116019237437,3.5657577997146777e-07,0.1609179673339711,0.923167578011941,0.23175005437601462,0.5,0.0008635904598484068,0.0008511644063095014,0.025
MILD,MILD__HOLD_R1_K125,PA 18:1_22:1,125,R1,filter_loss,0.01526473976961639,6.07769345655824e-07,0.46175873097333114,0.9022714644699661,0.2905844069806663,0.7303443264893795,0.00041288798704874896,0.0012335033041256382,0.05405405405405406
MILD,MILD__HOLD_R1_K125,PA 18:1_22:3,125,R1,retained_true,0.021803503119704193,2.1790046214914186e-05,0.26035456632127724,0.8639124793194024,0.33467634555443054,2.0,0.0026888722371033458,0.002139123678131294,0.03896103896103896
MILD,MILD__HOLD_R1_K125,PA 18:1_22:4,125,R1,filter_loss,0.010388425836025552,2.43089720330754e-06,0.23118051955905902,0.7349039762795926,0.45741325188581883,2.0,0.004805814183295842,0.004868951904925756,0.024096385542168676
MILD,MILD__HOLD_R1_K125,PA 18:1_24:4,125,R1,filter_loss,0.005397619648318134,1.0860634265516648e-08,0.2590661626283403,0.770029563231097,0.383684973635327,0.5,0.0010838412905258554,0.0010729791287783508,0.058823529411764705
MILD,MILD__HOLD_R1_K125,PA 20:0_20:3,125,R1,filter_loss,0.010290623760603305,0.0,0.28594755195446475,0.8048190171061798,0.4076195370011738,1.4538436095675817,0.008036960110991642,0.00976471434619064,0.07317073170731707
MILD,MILD__HOLD_R1_K125,PA 20:0_20:4,125,R1,filter_loss,0.004383948834767839,6.368044026211931e-07,0.1645114953783594,0.8957566529041909,0.3424625013635971,0.7303443264893795,0.0275152521851324,0.02927579501551658,0.0449438202247191
MILD,MILD__HOLD_R1_K125,PA 20:0_22:1,125,R1,filter_loss,0.008482494089252134,0.0,0.3017443733307278,0.7600275012777736,0.3861256918000734,0.689110922829001,0.003709424811556894,0.003737143717409519,0.025974025974025976
MILD,MILD__HOLD_R1_K125,PA 20:0_22:4,125,R1,filter_loss,0.006395962945340896,1.1344599158996254e-07,0.241048023112079,0.8303328039494347,0.3429309669132585,0.5,0.060892874707397016,0.06298741883866765,0.046511627906976744
MILD,MILD__HOLD_R1_K125,PA 20:1_20:1,125,R1,filter_loss,0.010400101062352689,1.2879315577781035e-06,0.4231895167566119,0.9753576763078726,0.3291536211973855,0.5,0.0010118669186879314,0.002037990335239992,0.06818181818181818
MILD,MILD__HOLD_R1_K125,PA 20:1_22:1,125,R1,filter_loss,0.009121544817927534,1.188134680425828e-05,0.48292710886676304,0.8982874947005188,0.22073574264275386,0.7802037075442214,0.018562907982432097,0.02491796284808878,0.07894736842105263
MILD,MILD__HOLD_R1_K125,PA 20:1_22:3,125,R1,filter_loss,0.009594244301630172,1.6420458826358153e-07,0.33476954438953394,0.8781031661032047,0.24658711409645712,1.8682084992203376,0.018403108017956193,0.021063832308081065,0.06329113924050633
MILD,MILD__HOLD_R1_K125,PA 20:1_22:6,125,R1,filter_loss,0.013714934355954861,4.870452176139416e-07,0.23670331410171605,0.9753576763078726,0.2468565478982028,1.0760213163243861,0.0025643340536040116,0.0025700567332332946,0.06172839506172839
MILD,MILD__HOLD_R1_K125,PA 20:4_22:4,125,R1,filter_loss,0.006478292826576293,1.3897011590712134e-05,0.48634054946811606,0.6664725514235691,0.28586225820427874,0.5,0.014403718647744035,0.015260405212573436,0.03225806451612903
MILD,MILD__HOLD_R1_K125,PA 22:0_20:1,125,R1,retained_true,0.010977134101451009,2.2685470384439533e-05,0.4020166500263304,0.8495611434984474,0.2527636987135384,1.0760213163243861,0.01593733933205499,0.018926282928069638,0.04
MILD,MILD__HOLD_R1_K125,PA 22:0_20:4,125,R1,retained_true,0.019516223856716176,1.9183423056626785e-05,0.4550397992700734,0.7513055221510871,0.3384293666283728,2.0,0.0023387656878122165,0.0024800429863981455,0.04819277108433735
MILD,MILD__HOLD_R1_K125,PA 22:1_18:2,125,R1,retained_true,0.025257437730389933,3.0335107285614725e-05,0.3672416022212644,0.8804726866933393,0.42728280324989093,2.0,0.006605096516895115,0.006326827710238514,0.02702702702702703
MILD,MILD__HOLD_R1_K125,PA 22:1_20:2,125,R1,filter_loss,0.01258659599655389,1.6356708437132637e-05,0.43337633237958284,0.8789327040599717,0.27097424872123554,2.0,0.0080624691981116,0.011981980213494614,0.04
MILD,MILD__HOLD_R1_K125,PA 22:1_20:3,125,R1,retained_true,0.02078629415999544,5.8236737569763345e-05,0.47201880717776407,0.8266719825061805,0.24944586960093668,0.5340342571614348,0.010869264824328262,0.012492854571788947,0.05194805194805195
MILD,MILD__HOLD_R1_K125,PA 22:1_20:5,125,R1,filter_loss,0.006103345402630978,1.9717981086983505e-06,0.35373566324826666,0.8941830868357824,0.2306843778836697,0.5,0.0036393607382263493,0.003952696241691589,0.025
MILD,MILD__HOLD_R1_K125,PA 22:5_22:5,125,R1,filter_loss,0.007615711809709056,6.568840129258542e-07,0.37471749963267753,0.9264320052062154,0.08562930665407442,0.8939526432607221,0.05654517952012661,0.05902033614793045,0.10869565217391304
MILD,MILD__HOLD_R1_K125,PA 22:6_22:6,125,R1,retained_true,0.022391334918239986,0.0001576343637581738,0.5618631902016936,0.691000163096786,0.18635717808006635,2.0,0.00917253164779075,0.009477089595620991,0.0625
MILD,MILD__HOLD_R1_K125,PA 24:1_18:2,125,R1,retained_true,0.019209360282663412,2.560234312144782e-05,0.416531063009088,0.7481851339902038,0.35294871355264307,1.0000000000000002,0.0021331576615825076,0.0017595765424679444,0.045454545454545456
MILD,MILD__HOLD_R1_K125,PC 14:0_20:4,125,R1,retained_true,0.011810391552245569,0.00013724977571487465,0.6036768381098416,0.7745273553735048,0.030942368542241527,0.7802037075442214,0.0018490512821154326,0.0018224172135786754,0.012048192771084338
MILD,MILD__HOLD_R1_K125,PC 14:1_20:1,125,R1,retained_true,0.01908206092011702,6.35207015099045e-05,0.4158486366407816,0.6900215947371616,0.30806497780657766,2.0,0.0002922287015207914,0.00029117252372179436,0.012987012987012988
MILD,MILD__HOLD_R1_K125,PC 16:0_18:0,125,R1,filter_loss,0.00981558512060011,4.45292863837712e-06,0.49212912704514206,0.6471130837014081,0.2680149501547328,0.7802037075442214,0.004063515546806951,0.004072487376110989,0.07058823529411765
MILD,MILD__HOLD_R1_K125,PC 16:0_18:1,125,R1,filter_loss,0.003413733413443726,9.462868843164007e-07,0.3986166534022413,0.6482926248318512,0.4109027795617344,0.5340342571614348,0.002719818573634347,0.002719800540087247,0.11594202898550725
MILD,MILD__HOLD_R1_K125,PC 16:1_18:1,125,R1,filter_loss,0.02751710664843319,1.0674727287486249e-18,0.3710824945274597,0.6900215947371616,0.3528311199198995,2.0,0.005740128810954093,0.005740337720885114,0.06521739130434782
MILD,MILD__HOLD_R1_K125,PC 16:1_18:2,125,R1,retained_true,0.029020844509166494,6.904937450086854e-05,0.6451321224456396,0.494520891089959,0.2246564065829395,2.0,0.07762520620459001,0.07763217030105019,0.06666666666666667
MILD,MILD__HOLD_R1_K125,PC 20:0_14:1,125,R1,filter_loss,0.012989845096393417,1.1239607936414385e-06,0.593367589246976,0.47707361889437966,0.2851238976272237,0.6170676298438253,0.002188794125086768,0.0021900445777822686,0.05333333333333334
MILD,MILD__HOLD_R1_K125,PE 16:0_22:1,125,R1,filter_loss,0.009317245828956338,2.0683399611798422e-06,0.20454583643989277,0.8508967724619106,0.32715941021570594,1.4538436095675817,0.0026095936024855826,0.0026208471119697485,0.09259259259259259
MILD,MILD__HOLD_R1_K125,PE 16:0_22:2,125,R1,filter_loss,0.006971759851259487,0.0,0.1886425381510025,0.8572487991575071,0.3301179135196991,2.0,0.0008072029675337822,0.0008077406273154786,0.017543859649122806
MILD,MILD__HOLD_R1_K125,PE 16:0_24:5,125,R1,filter_loss,0.0013071817107137308,4.073855635877287e-06,0.21271686018449112,0.9348240213453116,0.1546244672974381,0.5,0.001921353681188731,0.001875379517050746,0.06896551724137931
MILD,MILD__HOLD_R1_K125,PE 16:0_24:6,125,R1,filter_loss,0.028627070562294164,1.480136049635485e-05,0.354462542162506,0.9120817497666402,0.1077393979106176,2.0,0.012594339890680706,0.012384383975249547,0.04838709677419355
MILD,MILD__HOLD_R1_K125,PE 16:1_22:1,125,R1,filter_loss,0.012139887735353743,1.3356845825354595e-06,0.29634414058106057,0.6962164662208943,0.4407404219699385,1.0000000000000002,0.00808124486543349,0.008570132244739348,0.05660377358490566
MILD,MILD__HOLD_R1_K125,PE 16:1_22:4,125,R1,solver_miss,0.0002554064658334808,,0.11707440620301834,0.9872300880237134,0.16084900498979865,0.5,0.0007842304184302318,0.0007842322844462402,0.031746031746031744
MILD,MILD__HOLD_R1_K125,PE 17:0_20:0,125,R1,solver_miss,0.0008088860432209753,,0.2698075638945543,0.9206618024583055,0.26327938903853587,0.5,0.001887741959508804,0.0017402936546969672,0.07936507936507936
MILD,MILD__HOLD_R1_K125,PE 17:0_22:4,125,R1,filter_loss,0.00942296930175848,2.679591783392265e-06,0.16492324087593133,0.9518068384474951,0.1688292372948361,1.0000000000000002,0.003262250096318753,0.003098515234440602,0.04411764705882353
MILD,MILD__HOLD_R1_K125,PE 17:0_22:5,125,R1,retained_true,0.017876286703328425,3.735683515716341e-05,0.20553202250395822,0.9211023236447361,0.22285151703158326,2.0,0.0012394890093427868,0.0012522411101744124,0.030303030303030304
MILD,MILD__HOLD_R1_K125,PE 17:0_22:6,125,R1,retained_true,0.018222760054306356,4.4256974153121346e-05,0.31244709118745745,0.8271838267520604,0.30433218821543645,2.0,0.017611707508774055,0.01838682715755835,0.12121212121212122
MILD,MILD__HOLD_R1_K125,PE 17:1_20:1,125,R1,filter_loss,0.0038026432272760032,5.667624230795436e-06,0.2809048613188857,0.9726361074886047,0.3272746898881621,0.7802037075442214,0.0022883291685498186,0.0024144226540380176,0.08196721311475409
MILD,MILD__HOLD_R1_K125,PE 17:1_20:3,125,R1,filter_loss,0.00818061790350249,1.6783815553609345e-06,0.17058675100295786,0.9942019114139844,0.23344250644858108,0.5,0.0217430849925212,0.02209873193679912,0.1
MILD,MILD__HOLD_R1_K125,PE 17:1_22:5,125,R1,filter_loss,0.01488362134015826,4.698832980463377e-06,0.1734421065443991,0.9209267513286628,0.23190880091119995,0.5,0.0016810239978535257,0.0016830515975861937,0.06349206349206349
MILD,MILD__HOLD_R1_K125,PE 17:1_22:6,125,R1,filter_loss,0.012080218546117636,6.9828009856958096e-06,0.2805102678681988,0.8065738667783828,0.34444630313629093,1.2101381550740857,0.0021298269298372086,0.002090265847873085,0.1111111111111111
MILD,MILD__HOLD_R1_K125,PE 18:0_20:3,125,R1,filter_loss,0.0045274046303800455,1.1670529040215107e-07,0.19168425851262216,0.9604368385083139,0.1400403915099126,0.6170676298438253,0.00019942539037831608,0.0002018506253916863,0.03125
MILD,MILD__HOLD_R1_K125,PE 18:0_20:5,125,R1,filter_loss,0.021692950970920562,1.0030449782376451e-05,0.4239120961696826,0.9850297730134422,0.320123235599173,2.0,0.0011396559714325072,0.0011919672869405984,0.02666666666666667
MILD,MILD__HOLD_R1_K125,PE 18:1_20:2,125,R1,filter_loss,0.0021036580033775986,1.248315645962662e-06,0.23433578314102768,0.9251187567839819,0.20375319449318544,0.7303443264893795,0.0008310407557433619,0.00014275590517265346,0.014285714285714285
MILD,MILD__HOLD_R1_K125,PE 18:1_22:3,125,R1,solver_miss,4.9821685374163235e-08,,0.10400557506001402,0.9605256779361461,0.1742934444820513,0.7802037075442214,0.0035822472545240513,0.0035823397963168357,0.058823529411764705
MILD,MILD__HOLD_R1_K125,PE 18:2_20:2,125,R1,filter_loss,0.00792172788330083,1.4067489556004625e-06,0.18632332063996887,0.930785287256962,0.4829206823131476,2.0,0.0008037372846143587,0.0008063023806984537,0.028985507246376812
MILD,MILD__HOLD_R1_K125,PE 18:3_20:4,125,R1,filter_loss,0.005372844420689148,9.923661756573162e-07,0.15717262060050777,0.9796724074104938,0.3020809046376558,0.5,0.006280647038709897,0.0062955661135006835,0.04054054054054054
MILD,MILD__HOLD_R1_K125,PE 20:0_20:3,125,R1,filter_loss,0.00719610159209459,2.1413069082321677e-06,0.23032749244938702,0.9788474233762352,0.09767313679891157,1.0760213163243861,0.021471551927456423,0.022981147873066488,0.1206896551724138
MILD,MILD__HOLD_R1_K125,PE 20:1_18:2,125,R1,filter_loss,0.009691803338536522,0.0,0.3477875659110764,0.8910754995054128,0.2892279401300275,0.5,0.0915750292343036,0.10181200158881287,0.07142857142857142
MILD,MILD__HOLD_R1_K125,PE 20:1_20:3,125,R1,filter_loss,0.003298139860149309,3.202627651273151e-06,0.15409170574418976,0.9673598800301968,0.13448997604329319,1.2101381550740857,0.000491030613383403,0.000468651826536548,0.03773584905660377
MILD,MILD__HOLD_R1_K125,PE 20:1_20:4,125,R1,filter_loss,0.0050887151066350556,2.4029059499078145e-07,0.22946614386916517,0.9422890778439277,0.1647009138898418,0.5,0.0011668996450705515,0.0009797108106910368,0.0410958904109589
MILD,MILD__HOLD_R1_K125,PE 20:1_20:5,125,R1,retained_true,0.029662762767835315,5.306402109175802e-05,0.3973599004661181,0.7993795604865694,0.33650437366671354,2.0,0.002105112367196016,0.0015876158792395012,0.06944444444444445
MILD,MILD__HOLD_R1_K125,PE 20:3_20:3,125,R1,filter_loss,0.014920068427860936,9.55727238516801e-07,0.11972298568219342,0.9884825101246301,0.06004173901205881,1.0000000000000002,0.00048032041794177083,0.0004712716755622681,0.0
MILD,MILD__HOLD_R1_K125,PE 20:4_20:5,125,R1,retained_true,0.02518319768445223,0.00012848359326191703,0.26664550336010406,0.7114621309435802,0.4744158758561441,2.0,0.0026647366186214327,0.0027472315274700287,0.01694915254237288
MILD,MILD__HOLD_R1_K125,PE 22:0_16:1,125,R1,retained_true,0.018577154545978077,1.765733279400047e-05,0.4791490094759039,0.8206488603123235,0.1992356350010589,2.0,0.004476879868959838,0.005136088122938753,0.0392156862745098
MILD,MILD__HOLD_R1_K125,PE O-16:0_22:4,125,R1,filter_loss,0.009245178413099974,7.503017925005169e-07,0.21233553953653375,0.9788297262879938,0.0525446422437508,2.0,0.0004060403474748231,0.00041840104713342097,0.0
